id,rank,name,gender,country,region,age,weight,height,QFOneScore,QFOneRank,QFTwoScore,QFTwoRank,QFThreeScore,QFThreeRank,QFFourScore,QFFourRank,QFFiveScore,QFFiveRank
640369,1338,Tavis Learg,M,Australia,Oceania,32,81 kg,175 cm,12:30,2397,11:06,1453,14:28,216,805 lbs,3574,4:19,1791
1894159,1339,Logan Carlson,M,United States,North America,24,,,13:20,2925,12:33,2462,16:45,1914,1005 lbs,274,4:21,1857
355597,1340,Bader Al Noori,M,United Arab Emirates,Asia,31,198 lb,178 cm,11:56,2043,11:42,1839,16:57,2125,837 lbs,2839,3:26,592
1785916,1341,Noah Voyles,M,United States,North America,23,172 lb,67 in,10:25,1103,10:43,1206,17:42,2901,846 lbs,2607,4:12,1626
1453670,1342,Tae-Yoon Jang,M,"Korea, Republic of",Asia,26,86 kg,181 cm,11:05,1535,10:33,1119,19:28,4630,939 lbs,855,3:58,1305
102327,1343,Dakota Rager,M,United States,North America,30,169 lb,64 in,7:52,164,6:58,3,15:49,1022,880 lbs,1874,,6385
914434,1343,Marco Borzi,M,Italy,Europe,33,90 kg,176 cm,11:37,1826,14:09,3603,15:13,590,891 lbs,1638,4:19,1791
2254225,1345,Troy Forrest,M,United States,North America,27,,,178 reps,4093,11:05,1442,15:18,643,918 lbs,1181,4:31,2092
464948,1346,Jamie Harrop,M,United Kingdom,Europe,32,86 kg,70 in,9:26,660,12:45,2619,18:10,3410,882 lbs,1816,3:44,949
175347,1347,Johnathon Bohnert,M,United States,North America,31,170 lb,66 in,10:57,1442,10:23,1004,16:20,1506,858 lbs,2345,5:29,3161
962291,1348,Victor Santiago,M,Brazil,South America,26,77 kg,169 cm,10:38,1230,10:24,1014,18:45,3993,907 lbs,1367,4:21,1857
2241900,1349,Jackson Biggins,M,Australia,Oceania,31,,,12:00,2101,11:57,2042,17:07,2292,893 lbs,1608,4:03,1421
105945,1350,Cem Duru,M,Australia,Oceania,33,91 kg,182 cm,11:43,1903,12:02,2099,18:14,3469,939 lbs,855,3:52,1139
320698,1351,Tyler Wilcox,M,United States,North America,30,185 lb,70 in,10:42,1279,10:56,1344,18:29,3745,920 lbs,1144,4:26,1958
17505,1352,Mason Klein,M,United States,North America,30,190 lb,71 in,11:35,1805,13:29,3143,15:56,1124,885 lbs,1754,4:13,1647
1306036,1353,Hiko o te rangi Curtis,M,New Zealand,Oceania,18,74 kg,174 cm,9:55,887,9:38,631,118 reps,6473,954 lbs,699,3:36,785
1552760,1354,Bryce Broome,M,United States,North America,26,,,14:52,3924,11:56,2025,17:03,2229,987 lbs,401,3:42,897
489005,1355,Brad Chew,M,United States,North America,27,175 lb,69 in,10:22,1078,10:57,1355,17:54,3134,871 lbs,2057,4:21,1857
1233781,1356,Greg Lewis,M,Australia,Oceania,34,85 kg,180 cm,11:36,1815,10:19,978,14:33,248,815 lbs,3331,5:26,3114
821462,1357,Valentin Rochas,M,France,Europe,26,82 kg,180 cm,177 reps,4176,11:02,1410,15:51,1053,882 lbs,1816,3:48,1037
113516,1358,Luke McMahon,M,Australia,Oceania,27,175 kg,175 cm,9:09,521,8:45,275,14:12,146,865 lbs,2173,,6385
977844,1359,William Woolfe,M,Australia,Oceania,23,85 kg,176 cm,10:30,1158,11:19,1598,18:52,4113,925 lbs,1056,4:10,1578
431694,1360,Atila Arrivabene,M,Brazil,South America,37,,,12:58,2683,13:55,3461,16:21,1521,948 lbs,761,3:50,1081
1219314,1361,Dirceu Costa,M,Brazil,South America,28,92 kg,,12:22,2308,11:27,1689,18:51,4102,1005 lbs,274,3:52,1139
1595122,1361,Elijah Subiono,M,United States,North America,17,173 lb,66 in,11:19,1658,9:01,383,18:53,4131,876 lbs,1959,4:01,1381
113887,1363,Dustin Travers,M,United States,North America,31,185 lb,68 in,10:46,1316,11:03,1421,18:47,4032,952 lbs,710,4:29,2040
2135917,1364,Benson Hawker,M,United States,North America,20,,,12:26,2354,10:02,828,17:43,2916,910 lbs,1310,4:33,2125
485647,1365,Derek Saltou,M,United States,North America,33,175 lb,67 in,10:28,1139,9:44,676,17:34,2773,855 lbs,2388,4:54,2559
1877447,1366,Carlos Casado,M,Spain,Europe,19,72 kg,169 cm,9:35,739,8:13,125,15:22,679,777 lbs,4244,6:09,3749
1553986,1367,Alexandre Marsillach,M,Spain,Europe,24,79 kg,166 cm,13:04,2759,9:35,608,17:18,2503,920 lbs,1144,4:52,2523
2031896,1368,Emanuel Toscano,M,Spain,Europe,23,,,10:22,1078,12:54,2729,16:50,2006,871 lbs,2057,4:14,1671
485348,1369,Lynell Koolman,M,Netherlands,Europe,29,195 lb,180 cm,13:17,2893,10:29,1075,14:29,225,879 lbs,1921,5:46,3432
683338,1370,John Dick,M,United States,North America,31,190 lb,72 in,10:50,1360,11:33,1741,16:50,2006,875 lbs,1972,4:50,2476
2542,1371,Matt Rodwell,M,United Kingdom,Europe,30,220 lb,74 in,170 reps,4992,11:14,1543,14:29,225,911 lbs,1293,4:06,1504
1584688,1372,Will Seaman,M,United Kingdom,Europe,24,,,13:02,2739,10:29,1075,17:01,2194,884 lbs,1799,4:17,1755
334779,1373,Jackson Brady,M,United States,North America,31,190 lb,68 in,12:26,2354,12:22,2322,17:39,2851,930 lbs,981,3:49,1058
1573629,1374,Victor Amancio,M,Brazil,South America,19,80 kg,173 cm,12:46,2549,9:19,495,19:10,4374,892 lbs,1632,3:23,525
2207945,1375,Guilherme Marques,M,Portugal,Europe,22,,,,6627,9:38,631,15:17,632,920 lbs,1144,3:24,545
118033,1376,Stephen Norman,M,Australia,Oceania,25,92 kg,182 cm,10:29,1149,12:33,2462,14:23,198,812 lbs,3424,4:44,2349
934934,1377,Vincent Bolduc,M,Canada,North America,25,190 lb,180 cm,12:13,2221,13:28,3139,17:08,2318,932 lbs,957,3:44,949
501707,1378,Tyler Changaris,M,United States,North America,32,185 lb,69 in,11:20,1662,10:52,1299,17:07,2292,882 lbs,1816,4:52,2523
746508,1379,Anton Narinskiy,M,United States,North America,37,210 lb,74 in,12:55,2639,11:28,1699,18:12,3440,966 lbs,575,3:56,1245
2093347,1380,Ryan Mulvaney,M,Australia,Oceania,22,,,10:26,1119,9:53,751,16:02,1207,756 lbs,4753,4:18,1769
1636105,1380,Brian Hanshaw,M,United States,North America,27,175 lb,70 in,10:16,1034,10:48,1271,17:26,2627,905 lbs,1393,5:36,3274
462854,1382,Linus Johansson,M,Sweden,Europe,29,92 kg,187 cm,12:12,2215,11:32,1734,14:41,313,827 lbs,3052,4:41,2293
788174,1383,Henry Oivo,M,Finland,Europe,28,82 kg,175 cm,12:17,2261,9:58,795,16:17,1457,829 lbs,3031,4:30,2065
883998,1383,Guy Michael Horth,M,Canada,North America,28,182 lb,177 cm,13:16,2880,10:20,983,16:49,1975,841 lbs,2734,3:48,1037
29013,1385,Michael Sabato,M,United States,North America,33,225 lb,72 in,13:10,2818,12:42,2580,17:39,2851,981 lbs,442,3:43,924
1336518,1386,Thomas Lower,M,United States,North America,25,215 lb,74 in,12:16,2248,11:26,1675,16:40,1820,841 lbs,2734,3:52,1139
2145212,1386,Matthew Gackle,M,United States,North America,31,,,11:17,1637,12:56,2748,17:04,2241,909 lbs,1343,4:13,1647
259153,1388,Pascal Maffei-Drouin,M,Canada,North America,27,203 lb,71 in,10:37,1216,12:39,2545,18:24,3656,905 lbs,1393,3:37,810
559434,1389,Anders Claesson,M,Sweden,Europe,33,92 kg,180 cm,13:16,2880,11:59,2063,13:39,43,853 lbs,2452,4:36,2186
1871851,1390,Logan Brown,M,United States,North America,22,,,12:44,2527,10:46,1246,15:16,621,813 lbs,3417,4:20,1814
277627,1391,Steven Courtney,M,United States,North America,33,196 lb,69 in,9:29,681,13:45,3334,15:56,1124,850 lbs,2505,4:27,1982
605599,1392,Scott Hamilton,M,United Kingdom,Europe,34,93 kg,183 cm,179 reps,4017,13:20,3037,15:14,603,914 lbs,1264,3:33,716
11845,1393,Cody Keathley,M,United States,North America,31,171 lb,66 in,8:55,437,9:59,804,18:08,3381,855 lbs,2388,4:57,2634
258037,1394,Jake Mullen,M,United States,North America,30,230 lb,74 in,11:32,1778,11:59,2063,18:52,4113,978 lbs,474,3:55,1221
893270,1395,Keiji Oda,M,Japan,Asia,27,80 kg,168 cm,11:09,1567,11:24,1658,17:49,3045,885 lbs,1754,4:12,1626
1793899,1396,Beaumont Sinclair,M,Canada,North America,25,,,11:52,1995,12:54,2729,17:39,2851,929 lbs,997,3:50,1081
669232,1397,Muhammed Saad,M,Egypt,Africa,26,102 lb,194 cm,14:04,3409,12:40,2560,16:54,2069,932 lbs,957,3:30,660
134593,1398,Zachary Chavez,M,United States,North America,33,154 lb,64 in,9:24,646,9:52,741,18:00,3251,879 lbs,1921,5:26,3114
203021,1399,Matt Provost,M,Canada,North America,30,195 lb,71 in,13:41,3168,12:43,2589,16:31,1677,907 lbs,1367,3:41,877
107321,1400,Giancarlo Graziani,M,United States,North America,33,180 lb,70 in,9:14,557,13:54,3449,15:31,781,867 lbs,2154,5:02,2738
1988966,1401,Alec Maitland,M,United States,North America,24,190 lb,71 in,14:03,3401,10:42,1197,15:34,812,827 lbs,3052,3:55,1221
1435781,1402,Ed Cook,M,United Kingdom,Europe,18,75 kg,180 cm,10:01,943,9:22,513,15:35,825,721 lbs,5448,4:26,1958
523439,1402,Moustafa Awada,M,Lebanon,Asia,32,80 kg,174 cm,10:57,1442,11:37,1778,15:39,876,811 lbs,3442,4:34,2149
1609194,1404,Boris Nalbantov,M,Bulgaria,Europe,28,85 kg,176 cm,12:13,2221,12:38,2531,17:15,2449,960 lbs,633,4:21,1857
1408952,1404,Kris MacEwen,M,Canada,North America,33,212 lb,73 in,11:46,1936,206 reps,4574,15:36,838,898 lbs,1521,3:38,822
663033,1406,Ben White,M,United States,North America,33,193 lb,69 in,10:45,1307,11:42,1839,18:49,4067,1041 lbs,104,4:45,2375
499045,1407,Kevin Ahrens,M,United States,North America,31,190 lb,,14:03,3401,11:13,1534,14:46,358,910 lbs,1310,5:25,3093
756032,1408,Nathan Erbe,M,United States,North America,26,,,12:22,2308,12:16,2247,17:39,2851,945 lbs,789,4:07,1521
719210,1409,Stephen White,M,United States,North America,22,195 lb,73 in,12:49,2579,9:36,620,17:26,2627,890 lbs,1660,4:38,2232
1252633,1410,James Balderston,M,United States,North America,27,,,176 reps,4277,13:15,2965,16:08,1302,965 lbs,585,3:26,592
901799,1411,Nick Tunzi,M,Canada,North America,21,190 lb,68 in,7:03,53,,6585,14:55,440,895 lbs,1564,3:50,1081
1297270,1412,David Giampa,M,Canada,North America,26,180 lb,172 cm,11:14,1610,11:54,1999,16:29,1641,856 lbs,2372,4:32,2107
1246000,1413,Ian Cox,M,United States,North America,30,195 lb,67 in,10:54,1398,11:57,2042,19:09,4364,911 lbs,1293,3:29,639
1521202,1414,Kyler Dearden,M,United States,North America,28,193 lb,73 in,9:57,907,12:40,2560,17:48,3021,897 lbs,1537,4:16,1725
879847,1414,Adrian Toderan,M,Canada,North America,27,205 lb,72 in,12:13,2221,12:27,2378,16:20,1506,856 lbs,2372,3:57,1273
133918,1416,Lars Jakobeit,M,Germany,Europe,34,,,13:08,2796,11:56,2025,18:19,3555,987 lbs,401,3:45,977
751733,1417,Sangwon Ko,M,"Korea, Republic of",Asia,39,85 kg,176 cm,9:21,619,13:18,3001,17:41,2886,913 lbs,1270,4:27,1982
1859441,1417,Gianmarco Gaglione,M,Venezuela,South America,22,,,11:42,1889,10:02,828,19:08,4356,883 lbs,1808,3:41,877
1442324,1419,Danilo Sarris,M,Cyprus,Europe,25,,,179 reps,4017,12:40,2560,17:13,2401,981 lbs,442,3:13,341
518636,1420,Jalen Smith,M,United States,North America,23,195 lb,67 in,14:47,3870,12:28,2388,16:37,1788,1002 lbs,302,4:03,1421
1969621,1421,Jeremiah Benye,M,Ghana,Africa,20,82 kg,176 cm,9:00,468,14:52,4120,17:51,3083,938 lbs,864,3:56,1245
877105,1422,Marvin Salazar,M,Costa Rica,North America,24,83 kg,177 cm,10:38,1230,10:51,1292,17:45,2958,904 lbs,1427,5:11,2878
1328426,1423,Andrew Oliver,M,United States,North America,23,185 lb,69 in,10:25,1103,11:28,1699,19:02,4271,923 lbs,1111,4:11,1605
1769669,1424,Pierre Coll,M,France,Europe,23,,,13:02,2739,11:49,1932,17:10,2348,878 lbs,1931,3:39,844
13596,1425,Robert Andrew Charlesworth,M,United States,North America,33,227 lb,76 in,12:25,2341,14:12,3642,15:57,1137,890 lbs,1660,3:47,1016
239380,1426,Sean Smith,M,United States,North America,32,170 lb,68 in,9:01,476,8:18,142,16:17,1457,802 lbs,3702,6:32,4032
149075,1426,Tom Marais,M,Australia,Oceania,24,93 kg,193 cm,12:05,2143,13:19,3020,16:41,1843,868 lbs,2143,3:30,660
1261423,1428,Matt Adamson,M,United Kingdom,Europe,26,98 kg,183 cm,12:07,2158,208 reps,4332,15:53,1079,935 lbs,911,3:59,1330
880338,1429,John Martin,M,United States,North America,32,185 lb,69 in,10:48,1338,208 reps,4332,16:02,1207,929 lbs,997,4:25,1940
2238472,1430,Théo Baroni,M,France,Europe,26,83 kg,180 cm,11:08,1556,11:52,1972,16:12,1364,827 lbs,3052,4:22,1878
935587,1431,Carey Blanton,M,United States,North America,27,,,10:01,943,11:31,1726,16:08,1302,782 lbs,4158,4:15,1695
1188770,1432,Thomas Hughes,M,United States,North America,27,180 lb,70 in,11:22,1679,11:58,2054,15:40,890,845 lbs,2618,4:55,2584
330565,1433,Tristan Fouard,M,United States,North America,33,195 lb,73 in,12:55,2639,12:55,2743,15:34,812,870 lbs,2098,4:08,1537
671086,1434,Alex Carrillo,M,United States,North America,24,185 lb,66 in,9:34,733,11:05,1442,20:24,5242,892 lbs,1632,3:36,785
101748,1435,Petter Maansson,M,Sweden,Europe,34,82 kg,180 cm,10:42,1279,10:32,1104,16:06,1278,783 lbs,4116,4:30,2065
1950348,1436,Joao Ferreira,M,Portugal,Europe,30,86 kg,177 cm,9:09,521,13:30,3155,19:31,4676,939 lbs,855,3:29,639
747649,1437,Sean Guterres,M,United States,North America,30,145 lb,65 in,10:09,991,10:06,867,19:19,4494,877 lbs,1943,4:09,1556
528807,1438,Shaun Wylde,M,United Kingdom,Europe,24,80 kg,177 cm,13:27,3020,10:39,1175,15:05,513,860 lbs,2291,5:10,2854
339630,1439,Dan Campagna,M,United States,North America,28,200 lb,71 in,12:49,2579,12:48,2650,16:40,1820,889 lbs,1696,3:51,1113
476399,1440,Daniel Smith,M,United States,North America,30,200 lb,69 in,179 reps,4017,9:51,737,16:37,1788,880 lbs,1874,4:04,1446
1858204,1441,Nicholas Chavis,M,United States,North America,30,185 lb,68 in,13:08,2796,11:39,1799,17:33,2749,917 lbs,1190,3:59,1330
225509,1442,Luke Karsana,M,United States,North America,27,198 lb,70 in,11:39,1849,10:44,1221,20:15,5170,950 lbs,730,3:42,897
2246191,1443,Pedro Muiño,M,Spain,Europe,22,86 kg,176 cm,10:36,1207,13:26,3101,14:27,212,847 lbs,2586,5:04,2764
706675,1444,Jordan Calverley,M,United States,North America,30,,,11:10,1574,13:05,2854,17:47,2999,942 lbs,818,4:12,1626
898315,1445,Jonathan Mercurio,M,Italy,Europe,29,84 kg,179 cm,13:23,2969,10:06,867,16:32,1693,833 lbs,2924,4:03,1421
1935632,1446,Oren Robbins,M,United States,North America,24,,,13:14,2858,10:01,820,15:20,667,845 lbs,2618,5:13,2912
37560,1447,Carlos Bonifaz,M,Ecuador,South America,29,194 lb,175 cm,12:03,2121,10:16,944,18:20,3574,904 lbs,1427,4:20,1814
2067165,1448,Hubert Wawryk,M,Poland,Europe,23,80 kg,169 cm,11:01,1495,10:23,1004,17:09,2330,851 lbs,2493,4:54,2559
836111,1449,Ângelo Magalhães,M,Portugal,Europe,24,84 kg,174 cm,10:04,964,10:30,1085,18:33,3819,878 lbs,1931,4:31,2092
1613586,1450,Viktor Ólafsson,M,Iceland,Europe,25,95 kg,187 cm,12:52,2616,11:24,1658,19:01,4256,981 lbs,442,3:43,924
1021991,1450,Kyle Krepps,M,United States,North America,23,175 lb,,9:43,795,11:10,1503,18:00,3251,875 lbs,1972,4:45,2375
96902,1452,Lee Duance,M,United Kingdom,Europe,32,92 kg,176 cm,13:38,3126,138 reps,6135,14:16,160,1004 lbs,293,3:02,190
20409,1453,Paul Maloney,M,Australia,Oceania,32,187 lb,182 cm,11:15,1622,11:17,1570,15:52,1065,798 lbs,3776,4:22,1878
449594,1454,Daniel Frazier,M,United States,North America,27,190 lb,66 in,13:15,2867,12:48,2650,16:32,1693,925 lbs,1056,4:13,1647
2069475,1455,Nathan Rodriguez,M,United States,North America,26,,,12:10,2191,11:57,2042,17:51,3083,935 lbs,911,4:15,1695
23148,1456,Kyle Cook,M,United States,North America,35,193 lb,73 in,10:12,1008,12:53,2711,19:07,4332,882 lbs,1816,2:49,65
158429,1457,Jacob Donohue,M,United States,North America,29,175 lb,67 in,9:31,700,11:41,1827,17:37,2814,855 lbs,2388,4:37,2206
382768,1458,Craig Lawless,M,Ireland,Europe,27,90 kg,187 cm,10:36,1207,11:46,1896,15:13,590,790 lbs,3966,4:40,2278
689840,1458,Eric Schafer,M,United States,North America,29,180 lb,67 in,10:30,1158,13:07,2874,17:14,2428,859 lbs,2338,3:52,1139
1166916,1460,Joseph Raucci,M,United States,North America,28,,,12:56,2655,12:52,2701,16:40,1820,901 lbs,1466,3:58,1305
989753,1461,Alek Kwieciński,M,Poland,Europe,27,,,12:24,2330,9:43,666,17:14,2428,899 lbs,1511,5:20,3014
882489,1462,Nathan Christenson,M,United States,North America,25,200 lb,75 in,10:10,995,11:45,1880,14:37,282,776 lbs,4274,4:52,2523
367641,1463,Anders Nord,M,Sweden,Europe,28,,,10:42,1279,10:34,1134,16:36,1767,781 lbs,4171,4:11,1605
1851205,1464,Abdelrahman Sweif,M,Egypt,Africa,32,,,10:23,1085,12:12,2200,18:07,3371,873 lbs,2031,3:57,1273
951851,1465,Dylan Giustra,M,United States,North America,27,198 lb,72 in,11:28,1733,10:58,1365,15:46,973,806 lbs,3555,4:43,2335
572719,1466,Levi Fredericks,M,Australia,Oceania,22,83 kg,175 cm,11:40,1861,10:27,1054,16:13,1385,836 lbs,2846,5:08,2821
811939,1467,Arnaud Penel,M,France,Europe,28,80 kg,175 cm,10:22,1078,9:42,658,19:15,4439,856 lbs,2372,4:03,1421
1057854,1467,Moritz Schmid,M,Germany,Europe,25,80 kg,179 cm,13:23,2969,11:06,1453,17:34,2773,890 lbs,1660,3:51,1113
472873,1469,Joey Gour,M,Canada,North America,27,171 lb,67 in,12:10,2191,11:52,1972,16:54,2069,900 lbs,1481,4:39,2256
662217,1470,Connor Livingston,M,United States,North America,28,198 lb,72 in,13:39,3140,13:16,2972,16:47,1945,936 lbs,900,3:47,1016
4761,1470,Phil Cress,M,Canada,North America,28,200 lb,70 in,10:06,970,13:40,3286,16:02,1207,843 lbs,2696,4:20,1814
175170,1472,Alex Villalta,M,Canada,North America,28,185 lb,69 in,10:44,1296,12:11,2189,17:40,2872,890 lbs,1660,4:26,1958
1745996,1473,Jose Antonio López Alfocea,M,Spain,Europe,19,88 kg,186 cm,12:50,2593,12:50,2669,16:39,1815,871 lbs,2057,3:40,855
1959105,1473,Max Lees,M,Australia,Oceania,20,,,10:48,1338,11:34,1750,16:14,1405,800 lbs,3727,4:18,1769
375595,1475,Isaac McLean,M,Canada,North America,24,209 lb,188 cm,10:21,1071,11:04,1426,172 reps,6438,956 lbs,670,3:16,386
717533,1476,Lucas Constant,M,France,Europe,30,71 kg,170 cm,10:06,970,7:56,80,17:00,2182,756 lbs,4753,4:28,2009
685716,1477,Daniel Boada,M,Spain,Europe,28,,,13:04,2759,208 reps,4332,15:36,838,959 lbs,645,4:03,1421
668769,1478,Henry Matthews,M,United States,North America,33,178 lb,67 in,10:43,1286,7:33,34,16:57,2125,1025 lbs,167,,6385
1155519,1479,Simon Merrill,M,Thailand,Asia,32,75 kg,173 cm,11:28,1733,11:41,1827,17:28,2662,888 lbs,1714,4:30,2065
687931,1480,Stephane Cau,M,France,Europe,28,90 kg,177 cm,11:12,1592,14:12,3642,17:27,2648,888 lbs,1714,3:17,407
1726340,1481,Simon Eirelid,M,Sweden,Europe,23,87 kg,186 cm,175 reps,4396,10:14,932,14:57,452,856 lbs,2372,4:21,1857
785135,1482,Dominic Catanzarite,M,United States,North America,35,165 lb,,9:33,718,12:21,2308,16:52,2043,875 lbs,1972,5:17,2972
152770,1483,Aaron Esparza,M,United States,North America,27,170 lb,68 in,10:25,1103,10:25,1028,17:13,2401,865 lbs,2173,5:39,3316
173325,1484,Christopher Torres,M,United States,North America,34,205 lb,72 in,11:54,2017,13:56,3473,15:06,520,860 lbs,2291,4:16,1725
1196692,1485,Will Bailey,M,United States,North America,19,185 lb,69 in,9:16,574,9:01,383,20:30,5288,885 lbs,1754,4:29,2040
415750,1486,Cory McCleaf,M,United States,North America,33,192 lb,71 in,12:07,2158,9:26,542,16:28,1623,831 lbs,2956,5:04,2764
1560756,1487,Paul Rabic,M,United States,North America,27,188 lb,72 in,13:31,3065,13:27,3121,14:22,194,850 lbs,2505,3:53,1167
1963857,1488,Charalampos Pavlidis,M,Greece,Europe,28,,,11:40,1861,11:26,1675,15:50,1034,869 lbs,2126,5:42,3360
2231317,1489,Julian Liebenberg,M,South Africa,Africa,26,85 kg,178 cm,12:02,2115,11:51,1962,18:50,4081,913 lbs,1270,3:29,639
412895,1490,Gabriel Espinoza,M,United States,North America,25,,,11:59,2081,12:56,2748,17:30,2693,926 lbs,1027,4:07,1521
659440,1491,Matt Van Vliet,M,United States,North America,30,165 lb,70 in,12:08,2168,9:41,651,14:36,274,766 lbs,4529,4:49,2452
1244600,1492,Birkir Orn Kristjansson,M,Iceland,Europe,28,,,11:56,2043,,6585,15:32,794,992 lbs,375,3:10,293
8127,1493,Adam Bodnar,M,Hungary,Europe,34,85 kg,178 cm,11:42,1889,10:49,1278,15:49,1022,810 lbs,3463,4:48,2439
629356,1493,Jack Dicker,M,Australia,Oceania,33,90 kg,182 cm,14:10,3483,11:00,1390,17:41,2886,926 lbs,1027,3:58,1305
539333,1495,Zachariah Jones,M,United States,North America,32,205 lb,68 in,10:19,1057,14:07,3583,17:19,2516,911 lbs,1293,4:13,1647
1191389,1496,Nathaniel Kauffman,M,United States,North America,24,185 lb,72 in,11:24,1696,12:04,2115,14:47,369,818 lbs,3258,4:58,2663
1165051,1497,Ryan McKay,M,United States,North America,25,205 lb,73 in,177 reps,4176,9:58,795,16:04,1242,828 lbs,3043,3:40,855
1960808,1498,Tomas Martino,M,Argentina,South America,22,,,12:15,2237,8:08,112,17:42,2901,838 lbs,2805,4:30,2065
731022,1499,George Birtle,M,United Kingdom,Europe,29,,,9:57,907,,6585,13:29,21,915 lbs,1216,4:02,1398
173093,1500,Matthew Kondos,M,Australia,Oceania,32,80 kg,176 cm,12:33,2436,9:44,676,14:07,117,777 lbs,4244,4:58,2663
378517,1501,Daniel Brisebois,M,Canada,North America,31,185 lb,,10:45,1307,11:20,1608,16:14,1405,808 lbs,3524,4:41,2293
1627767,1502,Xavier Toledano Lozano,M,Spain,Europe,22,,,10:55,1410,11:55,2013,17:15,2449,807 lbs,3531,3:34,737
690640,1503,Djebryn Delwart,M,France,Europe,24,,,176 reps,4277,12:36,2509,15:41,907,920 lbs,1144,3:58,1305
702523,1504,Raul Ortega Berja,M,Spain,Europe,33,86 kg,176 cm,179 reps,4017,11:49,1932,14:31,241,889 lbs,1696,4:40,2278
1272955,1505,Derek Paul,M,United States,North America,25,210 lb,,11:59,2081,209 reps,4216,17:58,3204,1000 lbs,313,3:14,352
236088,1506,Seth Blevins,M,United States,North America,31,191 lb,68 in,10:50,1360,11:19,1598,19:24,4580,951 lbs,720,4:24,1920
1421981,1507,Baptiste Serret,M,France,Europe,23,77 kg,172 cm,10:25,1103,10:39,1175,17:50,3066,849 lbs,2548,4:41,2293
867785,1508,Mitch Babcock,M,United States,North America,32,225 lb,72 in,11:58,2065,13:05,2854,19:45,4858,1065 lbs,46,3:15,367
1666955,1509,Max Maeda,M,United States,North America,27,,,12:13,2221,10:16,944,17:16,2473,855 lbs,2388,4:35,2166
49814,1510,Joshua Rogers,M,United States,North America,34,198 lb,73 in,13:53,3284,11:45,1880,15:42,921,896 lbs,1553,4:54,2559
482719,1510,Jackson Howie,M,Australia,Oceania,23,82 kg,179 cm,12:04,2129,13:24,3076,17:11,2368,893 lbs,1608,3:47,1016
217728,1512,Derek Eason,M,United States,North America,28,165 lb,67 in,11:10,1574,8:57,350,16:27,1608,811 lbs,3442,5:33,3224
949713,1512,Mathieu Lariviere,M,Canada,North America,32,198 lb,73 in,11:10,1574,13:39,3268,18:46,4006,965 lbs,585,3:35,765
1182982,1514,Nikolas Schickram,M,United States,North America,22,,,10:54,1398,9:57,788,17:37,2814,825 lbs,3099,4:32,2107
624677,1515,Jamie Cantwell,M,United Kingdom,Europe,32,98 kg,175 cm,13:12,2839,12:35,2488,17:49,3045,969 lbs,562,3:57,1273
978617,1516,Colton Hoksbergen,M,United States,North America,27,205 lb,73 in,13:21,2941,11:57,2042,18:18,3535,947 lbs,773,3:43,924
1829880,1517,Taylor Snyder,M,United States,North America,24,210 lb,75 in,12:36,2460,13:59,3513,16:34,1728,898 lbs,1521,3:46,994
1579084,1518,Louis Jalabert,M,France,Europe,23,80 kg,72 cm,9:57,907,11:12,1527,16:07,1285,827 lbs,3052,5:47,3446
936055,1519,James Pelphrey,M,United States,North America,26,165 lb,67 in,10:56,1425,11:30,1718,19:15,4439,955 lbs,682,4:26,1958
513796,1520,Aaron Holt,M,United States,North America,29,202 lb,71 in,10:57,1442,12:57,2764,19:32,4692,1003 lbs,296,3:48,1037
1259860,1521,Michal Goodison,M,United States,North America,24,205 lb,74 in,10:23,1085,11:46,1896,16:55,2085,811 lbs,3442,4:16,1725
456734,1522,Morgan Lemos,M,France,Europe,33,82 kg,180 cm,10:58,1454,10:15,937,15:10,562,765 lbs,4545,5:02,2738
1649264,1523,Luca Buisson,M,France,Europe,20,,,10:07,979,9:52,741,18:07,3371,838 lbs,2805,4:44,2349
674421,1524,Trevor Smith,M,United States,North America,29,180 lb,70 in,11:42,1889,10:43,1206,16:46,1934,840 lbs,2745,4:50,2476
41025,1525,James Bevan-lee,M,United States,North America,34,187 lb,69 in,11:00,1483,10:43,1206,17:53,3117,882 lbs,1816,4:57,2634
1700696,1526,Jared Price,M,United States,North America,29,,,171 reps,4871,10:53,1312,16:37,1788,923 lbs,1111,3:54,1194
1767677,1527,Antoine Boyer,M,Canada,North America,26,77 kg,170 cm,8:53,430,9:41,651,16:08,1302,798 lbs,3776,6:39,4123
318209,1528,Stephen McBride,M,Ireland,Europe,29,85 kg,72 in,11:56,2043,11:56,2025,16:26,1597,844 lbs,2680,4:25,1940
1957690,1529,Nathan Sloss,M,Ireland,Europe,20,81 kg,178 cm,11:08,1556,10:26,1040,16:55,2085,805 lbs,3574,4:29,2040
648195,1530,Kaiden Lewis,M,United States,North America,26,175 lb,71 in,10:47,1325,11:39,1799,16:43,1871,858 lbs,2345,5:16,2957
926233,1531,Steven Delgado,M,Venezuela,South America,21,72 kg,170 cm,9:36,749,8:10,119,15:32,794,735 lbs,5189,5:48,3459
1843339,1532,Tyler Hamm,M,Canada,North America,29,195 lb,71 in,13:34,3089,11:27,1689,16:46,1934,895 lbs,1564,4:29,2040
707901,1533,Nathaniel Smiler,M,New Zealand,Oceania,29,98 kg,76 in,12:22,2308,11:42,1839,16:44,1893,857 lbs,2363,4:24,1920
1257317,1534,Donni Hanckel,M,Australia,Oceania,23,,,179 reps,4017,9:46,695,15:10,562,818 lbs,3258,4:20,1814
